0	C7H5NO5	2040
1	C7H5NO5	2042
2	HNO3	1840
3	C6H3N3O7	1840
4	C16H10N2O2	1840
5	C9H14O6	1840
6	C10H16O	1840
7	C10H16O	1840
8	C10H16O4	1840
9	C7H6O5	1840
10	C2H2O4	1840
11	CHN	1840
12	CH4N2	1840
13	C2H5N3O2	1840
14	C4H7N5O4	1840
15	CH3N3O3	1840
16	C2H4N4O4	1840
17	H2O	1900
18	C10H16	1840
19	Cu2O	1840
20	ClH	1840
21	CCuO3	1840
22	HNaS	1840
23	Cl2Cu4H6O6	1840
24	Cl6H12Na2O6Pt	1840
25	H4O7Sn5	1840
26	Cu7H14O20S2	1840
27	C6H16Na3O12.5	1840
28	C4H16Cu4O12	1840
29	C4H18Cu2O11	1840
30	O2S	1840
31	ClH4N	1840
32	Cu	1840
33	C6H15Na3O12	1840
34	CuH2O2	1840
35	O3S2	1840
36	C2HgN2O2	1840
37	Cu	1840
38	CNa2O3	1840
39	S	1840
40	CuO4S	1840
41	Na2O3S2	1840
42	O2Sn	1840
43	C3H12N2O3	1840
44	CH4N2O	1840
45	Pt	1840
46	C6H8O7	1840
47	ClCu	1840
48	ClNa	1840
49	Cl2Sn	1840
50	HNaO	1840
51	Na2O3S	1840
52	AlH3O3	1840
53	H8N2O4S	1840
54	BaN2O6	1840
55	BeO4S	1840
56	BeH6N2O9	1840
57	H10N2O4S	1840
58	C3Al2O9	1840
59	BeHO	1840
60	C6H12Ba2FeN6O6	1840
61	CoHO	1840
62	C4H12CaO10	1840
63	C8H8CaK2O12	1840
64	C5H8O4	1840
65	C4H6O6	1840
66	CO2	1840
67	C4H5KO6	1840
68	C4H6O6	1840
69	C4H5KO6	1840
70	C4H12CaO10	1840
71	C4H4K2O6	1840
72	BaCl2	1840
73	CaH2O2	1840
74	CoH2O2	1840
75	C6FeK4N6	1840
76	CH8N2O3	1840
77	CS2	1840
78	Al2O3	1840
79	As	1840
80	AlCl3	1840
81	Ag3O4P	1840
82	BaCl2O6	1840
83	CaCl2O6	1840
84	AlCl3O9	1840
85	ClH4NO3	1840
86	AgClO3	1840
87	K2N2O5S	1840
88	AlCl3H18O18	1840
89	H	1840
90	H3O4P	1840
91	N2	1840
92	ClO2	1840
93	O2	1840
94	NO	1840
95	Ag	1840
96	AsH3O3	1840
97	Cl2	1840
98	HNO2	1840
99	ClHO3	1840
100	AsH3O4	1840
101	ClO3	1840
102	C	1840
103	AgCl	1840
104	N2O	1840
105	CoO	1840
106	K2O3S	1840
107	N2O6Pb	1840
108	Co3O4	1840
109	FeS2	1840
110	Cl6H8IrN2	1840
111	O3PbS	1840
112	CFeO3	1840
113	As2Co3HO	1840
114	CoKO	1840
115	CO	1840
116	Co	1840
117	AsO4	1840
118	O3S	1840
119	Fe	1840
120	Cl4Ir	1840
121	CoN2O6	1840
122	Hg	1840
123	HgO	1840
124	ClHg	1840
125	Cl6K2Pt	1840
126	NNaO3	1840
127	H3O3P	1840
128	AsH3	1840
129	KNO2	1840
130	CH6N2O2	1840
131	CH10N2O4	1840
132	K2S	1840
133	Cl2O2U	1840
134	C3H20N4O10	1840
135	O3S2	1840
136	Cl6H24Na3O12Rh	1840
137	KS	1840
138	HOPt	1840
139	AsRh	1840
140	OPtS	1840
141	C2H11N3O5	1840
142	C3H18N4O9	1840
143	H2O4S	1840
144	H3N	1840
145	Na	1840
146	K	1840
147	As2O3	1840
148	Cl2Hg2	1840
149	Cl4U	1840
150	Rh	1840
151	CH5NO3	1840
152	KNO3	1840
153	PtS2	1840
154	Cl2Hg	1840
155	CuO	1840
156	Zn	1840
157	NNaO2	1840
158	CKN	1840
159	Fe2O3	1840
160	N2O6Pd	1840
161	Fe2O12S3	1840
162	C2N2Pd	1840
163	UO2	2010
164	K2CN2HO2.5	1840
165	H12N2O14U	1840
166	C4H7NaO7	1840
167	Cl4H24N8Ti	1840
168	Cl4H18N6Ti	1840
169	C4H8Na2O8	1840
170	C4H8Na2O8	1840
171	C4H6O6	1840
172	C4H6O6	1840
173	C4H6CuO4	1840
174	C4H4K2O6	1840
175	Cl4Ti	1840
176	C4H4Na2O6	1840
177	O2Ti	1840
178	C4H8Na2O8	1840
179	C4H4CaO6	1840
180	NiO	1840
181	FeH3O3	1840
182	AsO3	1840
183	As2Ni3O8	1840
184	HO	1840
185	AuCl4H	1840
186	As2S2	1840
187	CoS	1840
188	HgNO3	1840
189	C4HgK2N4	1840
190	C6FeHg2N6	1840
191	C6Co2FeN6	1840
192	C2FeN2	1840
193	CoHO	1840
194	CoO	1840
195	C6Fe2K2N6	1840
196	FeH2O2	1840
197	HNiO2	1840
198	CoH2O2	1840
199	C6HFeN6Ni2O	1840
200	C2H6CoN2O3	1840
201	CHNOZn	1840
202	As2H22Ni3O19	1840
203	AsHNiO	1840
204	As2H4Ni3O10	1840
205	HI	1840
206	Ni	1840
207	I2	1840
208	As2S3	1840
209	ClHO	1840
210	CCuN	1840
211	Fe	1840
212	C2HgN2	1840
213	Ni	1840
214	Au	1840
215	C6FeN6	1840
216	CO3Zn	1840
217	CCoO3	1840
218	Cl2Co	1840
219	OSr	1840
220	Na2S	1840
221	O3Sb2	1840
222	Sb	1840
223	K3O4P	1840
224	HNaO4S	1840
225	HKO4S	1840
226	CoH12N2O12	1840
227	O4SSn	1840
228	H8N2S	1840
229	PbS	1840
230	C2H2BaO6	1840
231	H2KO2P	1840
232	O5Sb2	1840
233	P4	1840
234	Cu10NaO15S1.5	1840
235	Cu10Na2.7O18.3S2.3	1840
236	OS2Sb2	1840
237	Hg2O4S	1840
238	HgS	1840
239	S3Sb2	1840
240	H6O9SSn3	1840
241	H2O10SSn6	1840
242	H6O15S2Sn6	1840
243	Hg	1840
244	H3P	1840
245	H2O2Sr	1840
246	CK2O3	1840
247	CHKO3	1840
248	O2Pb	1840
249	Na2O4S	1840
250	B	1840
251	Na2O	1840
252	BaO2	1840
253	NiS	1840
254	BaH16O10	1840
255	ClK	1840
256	H2	1840
257	BH3O3	1840
258	C4H6NiO4	1840
259	C2H2CaO5	1840
260	Ba	1840
261	HgO4S	1840
262	O	1840
263	Sr	1840
264	CaCl2	1840
265	HKO	1840
266	BaH2O2	1840
267	BaO	1840
268	CrO3	1840
269	CH4N2S	1840
270	FK	1840
271	P	1840
272	CrK2O4	1840
273	F6H2Si	1840
274	H4N2O3	1840
275	CrCuO4	1840
276	BaO3S	1840
277	H4N2O2	1840
278	BaF6Si	1840
279	BaS	1840
280	BK	1840
281	K3P	1840
282	AsK3	1840
283	CrH14MgO11	1840
284	CH2N2O2	1840
285	C6H24Ca2FeN6O12	1840
286	C4H16CuN2O6	1840
287	C6H10O8	1840
288	FH	1840
289	H2S	1840
290	Sn	1840
291	BF3	1840
292	C4H6BaO4	1840
293	C4H14NiO8	1840
294	MgO	1840
295	OSn	1840
296	F4Si	1840
297	HK	1840
298	NO2	1840
299	C2H4O2	1840
300	C3H6O	1840
301	Na3O4P	1840
302	CBaO3	1840
303	CCaO3	1840
304	K2O	1840
305	H2N2O2	1840
306	C12H22O11	1840
307	Pb	1840
308	Sn	1840
309	Al2O12S3	1840
310	H2Te	1840
311	O2Te	1840
312	Na2O2	1840
313	AlH24NaO20S2	1840
314	Te	1840
315	Na2Te	1840
316	K2Te	1840
317	C4H7AlO5	1840
318	C4H7KO10	1840
319	CHNS	1840
320	Ba	1840
321	Fe	1840
322	C3FeN3S3	1840
323	C4H6O4Pb	1840
324	C6H9AlO6	1840
325	C2HKO4	1840
326	C2H10N2O5	1840
327	OPb	1840
328	C2BaO4	1840
329	FeH14O11S	1840
330	FeS	1840
331	CW2	1840
332	CO3Sr	1840
333	H8N2O4W	1840
334	CrO4Sr	1840
335	Cl2O	1840
336	P4	1840
337	As2O5	1840
338	Cl2Hg2	1840
339	BaCrO4	1840
340	F2H8O4Zn	1840
341	Ni4O	1840
342	O2W	1840
343	Cl3H16NNiO6	1840
344	C4H12K2NiO14	1840
345	C2H6O	1840
346	Cl5P	1840
347	O3W	1840
348	C2K2O4	1840
349	C2H2K2O5	1840
350	C2H4NiO6	1840
351	Cl3Fe	1840
352	AuCl3	1840
353	CrH2O4	1840
354	HgN2O6	1840
355	O4SZn	1840
356	Cl2Ni	1840
357	Cl2Sr	1840
358	W	1840
359	Cl3P	1840
360	C2HgN2O2	1840
361	CCl2O	1840
362	S2	1840
363	PtS	1840
364	BiN3O9	1840
365	Te	1840
366	O4Sb2	1840
367	CH2O2	1840
368	Cl6H8N2Pt	1840
369	O5Sb2	1840
370	F6H8N2Si	1840
371	Hg2O	1840
372	CO3Pb	1840
373	CrO4Pb	1840
374	HKS	1840
375	H5NO4S	1840
376	CuN2O4	1840
377	Cl2CuH4O2	1840
378	CrO5Pb2	1840
379	BF3H3N	1840
380	O8PtS2	1840
381	N2O4Pb	1840
382	BiO	1840
383	K2O3Sn	1840
384	K3O3Sb	1840
385	H2N2O8Pb2	1840
386	HOSi	1840
387	Ba3O6Sb2	1840
388	F4H6N2Si	1840
389	Hg3O6Sb2	1840
390	Cl6H14O6Pt	1840
391	Cu3H4O8S2	1840
392	CuH14N4O5S	1840
393	H6KO6Sb	1840
394	Fe4H12O15S	1840
395	BF3H9N3	1840
396	BF3H6N2	1840
397	CoH12O9Sn	1840
398	OSb2	1840
399	Cu2H6N2O8	1840
400	Co3O6Sb2	1840
401	HKOSb	1840
402	HKOSb	1840
403	H2O6Sb2	1840
404	H6O8Sb2	1840
405	HO5.5Sb2	1840
406	H10O10Sb2	1840
407	HOSb	1840
408	H4O7Sb2	1840
409	H2N2O8Pb4	1840
410	H2N2O5Pb	1840
411	H3NO3S	1840
412	O3S	1840
413	Cl3Sb	1840
414	C2H10CuO8	1840
415	C2H6CuO6	1840
416	C4H12BaO7	1840
417	AsCl3	1840
418	Cl4Sn	1840
419	FeO4S	1840
420	C7H12N2O3	1840
421	Cl2Pt	1840
422	Cl2Cu	1840
423	Cl2Zn	1840
424	Cl2Fe	1840
425	IO	1840
426	S8	1840
427	Cl6H2Pt	1840
428	IKO3	1840
429	O4SSr	1840
430	BF4H	1840
431	O3S2Sr	1840
432	HNO5S	1840
433	Cl4H2Pt	1840
434	Cl3N	1840
435	Cl6IrK2	1840
436	As2Ba3O8	1840
437	As2O8Sr3	1840
438	PdS	1840
439	HOPt	1840
440	HOPd	1840
441	Cl4H12N4Pd2	1840
442	Hg2I2	1840
443	RhS	1840
444	BaH2I2O7	1840
445	Cl4H8N2Pd	1840
446	H2O2Sn	1840
447	OSn	1840
448	BF3H5O2.5	1840
449	H10O8S2Sr	1840
450	AsBaHO4	1840
451	Cl4IK	1840
452	BaI2	1840
453	F	1840
454	I	1840
455	Pd	1840
456	IO3	1840
457	I3N	1840
458	Pd	1840
459	FNa	1840
460	Ir	1840
461	F	1840
462	Cl2Pd	1840
463	CaS	1840
464	BaO4S	1840
465	K2O4S	1840
466	O4Os	1840
467	Os	1840
468	Cl2HN	1840
469	INaO3	1840
470	AgIO3	1840
471	H4INO3	1840
472	Cl6H2Ir	1840
473	SSr	1840
474	H16N2Na2O12S2	1840
475	HIO3	1840
476	IrS2	1840
477	BaI2O6	1840
478	CaH12I2O12	1840
479	H3N2O9.5Pb3	1840
480	S5Sb2	1840
481	H4IrO4	1840
482	H8I2MgO10	1840
483	IrK2O3	1840
484	Cl6IrK3	1840
485	C3AlN3S3	1840
486	HgI2	1840
487	Ir2S3	1840
488	Ba3H12O6S8Sb2	1840
489	BeHO	1840
490	BeO3Zr	1840
491	Be2O4Zr	1840
492	C2N2S2	1840
493	CCuNS	1840
494	Cu	1840
495	CKNS	1840
496	C2FeN2S2	1840
497	C2CoN2S2	1840
498	C2H8CaN2O4S2	1840
499	ClI	1840
500	Cl3I	1840
501	Cl6Ir	1840
502	I	1840
503	O2Zr	1840
504	IK	1840
505	FeI2	1840
506	HgI2	1840
507	I2Mg	1840
508	I2Pb	1840
509	Cl2Pb	1840
510	CaO	1840
511	ClHO4	1840
512	ClKO3	1840
513	I2O5	1840
514	Cl2O6Zn	1840
515	Cl2HgO6	1840
516	CHg2O3	1840
517	H16Na2O12S	1840
518	Cl2O3Pb4	1840
519	Cl2H8O7Pb4	1840
520	C4H6O6Pb3	1840
521	B4H16N2O11	1840
522	C12HOPb3	1840
523	C6HOPb	1840
524	H4I2O8Zn	1840
525	Cl2O6Sr	1840
526	Cl2CuH12O12	1840
527	CN	1840
528	C2H2N2S	1840
529	Cl2H6O6Pb4	1840
530	C12HOPb6	1840
531	C2N2	1840
532	CHN	1840
533	Cl	1840
534	CKN	1840
535	C2H3KO2	1840
536	C2O4Pb	1840
537	C4H12O7Pb	1840
538	HIO3	1840
539	C6H5Na3O7	1840
540	C12H12O15Pb3	1840
541	OZn	1840
542	O5Ta2	1840
543	CaF2	1840
544	CaO4S	1840
545	Ce	1840
546	H9N2O4P	1840
