0	1840	C7H5NO5
1	1840	C7H5NO5
2	1840	HNO3
3	1840	C6H3N3O7
4	1840	C16H10N2O2
5	1840	C9H14O6
6	1840	C10H16O
7	1840	C10H16O
8	1840	C10H16O4
9	1840	C7H6O5
10	1840	C2H2O4
11	1840	CHN
12	1840	CH4N2
13	1840	C2H5N3O2
14	1840	C4H7N5O4
15	1840	CH3N3O3
16	1840	C2H4N4O4
17	1900	H2O
18	1840	C10H16
19	1840	Cu2O
20	1840	ClH
21	1840	CCuO3
22	1840	HNaS
23	1840	Cl2Cu4H6O6
24	1840	Cl6H12Na2O6Pt
25	1840	H4O7Sn5
26	1840	Cu7H14O20S2
27	1840	C6H16Na3O12.5
28	1840	C4H16Cu4O12
29	1840	C4H18Cu2O11
30	1840	O2S
31	1840	ClH4N
32	1840	Cu
33	1840	C6H15Na3O12
34	1840	CuH2O2
35	1840	O3S2
36	1840	C2HgN2O2
37	1840	Cu
38	1840	CNa2O3
39	1840	S
40	1840	CuO4S
41	1840	Na2O3S2
42	1840	O2Sn
43	1840	C3H12N2O3
44	1840	CH4N2O
45	1840	Pt
46	1840	C6H8O7
47	1840	ClCu
48	1840	ClNa
49	1840	Cl2Sn
50	1840	HNaO
51	1840	Na2O3S
52	1840	AlH3O3
53	1840	H8N2O4S
54	1840	BaN2O6
55	1840	BeO4S
56	1840	BeH6N2O9
57	1840	H10N2O4S
58	1840	C3Al2O9
59	1840	BeHO
60	1840	C6H12Ba2FeN6O6
61	1840	CoHO
62	1840	C4H12CaO10
63	1840	C8H8CaK2O12
64	1840	C5H8O4
65	1840	C4H6O6
66	1840	CO2
67	1840	C4H5KO6
68	1840	C4H6O6
69	1840	C4H5KO6
70	1840	C4H12CaO10
71	1840	C4H4K2O6
72	1840	BaCl2
73	1840	CaH2O2
74	1840	CoH2O2
75	1840	C6FeK4N6
76	1840	CH8N2O3
77	1840	CS2
78	1840	Al2O3
79	1840	As
80	1840	AlCl3
81	1840	Ag3O4P
82	1840	BaCl2O6
83	1840	CaCl2O6
84	1840	AlCl3O9
85	1840	ClH4NO3
86	1840	AgClO3
87	1840	K2N2O5S
88	1840	AlCl3H18O18
89	1840	H
90	1840	H3O4P
91	1840	N2
92	1840	ClO2
93	1840	O2
94	1840	NO
95	1840	Ag
96	1840	AsH3O3
97	1840	Cl2
98	1840	HNO2
99	1840	ClHO3
100	1840	AsH3O4
101	1840	ClO3
102	1840	C
103	1840	AgCl
104	1840	N2O
105	1840	CoO
106	1840	K2O3S
107	1840	N2O6Pb
108	1840	Co3O4
109	1840	FeS2
110	1840	Cl6H8IrN2
111	1840	O3PbS
112	1840	CFeO3
113	1840	As2Co3HO
114	1840	CoKO
115	1840	CO
116	1840	Co
117	1840	AsO4
118	1840	O3S
119	1840	Fe
120	1840	Cl4Ir
121	1840	CoN2O6
122	1840	Hg
123	1840	HgO
124	1840	ClHg
125	1840	Cl6K2Pt
126	1840	NNaO3
127	1840	H3O3P
128	1840	AsH3
129	1840	KNO2
130	1840	CH6N2O2
131	1840	CH10N2O4
132	1840	K2S
133	1840	Cl2O2U
134	1840	C3H20N4O10
135	1840	O3S2
136	1840	Cl6H24Na3O12Rh
137	1840	KS
138	1840	HOPt
139	1840	AsRh
140	1840	OPtS
141	1840	C2H11N3O5
142	1840	C3H18N4O9
143	1840	H2O4S
144	1840	H3N
145	1840	Na
146	1840	K
147	1840	As2O3
148	1840	Cl2Hg2
149	1840	Cl4U
150	1840	Rh
151	1840	CH5NO3
152	1840	KNO3
153	1840	PtS2
154	1840	Cl2Hg
155	1840	CuO
156	1840	Zn
157	1840	NNaO2
158	1840	CKN
159	1840	Fe2O3
160	1840	N2O6Pd
161	1840	Fe2O12S3
162	1840	C2N2Pd
163	1840	UO2
164	1840	K2CN2HO2.5
165	1840	H12N2O14U
166	1840	C4H7NaO7
167	1840	Cl4H24N8Ti
168	1840	Cl4H18N6Ti
169	1840	C4H8Na2O8
170	1840	C4H8Na2O8
171	1840	C4H6O6
172	1840	C4H6O6
173	1840	C4H6CuO4
174	1840	C4H4K2O6
175	1840	Cl4Ti
176	1840	C4H4Na2O6
177	1840	O2Ti
178	1840	C4H8Na2O8
179	1840	C4H4CaO6
180	1840	NiO
181	1840	FeH3O3
182	1840	AsO3
183	1840	As2Ni3O8
184	1840	HO
185	1840	AuCl4H
186	1840	As2S2
187	1840	CoS
188	1840	HgNO3
189	1840	C4HgK2N4
190	1840	C6FeHg2N6
191	1840	C6Co2FeN6
192	1840	C2FeN2
193	1840	CoHO
194	1840	CoO
195	1840	C6Fe2K2N6
196	1840	FeH2O2
197	1840	HNiO2
198	1840	CoH2O2
199	1840	C6HFeN6Ni2O
200	1840	C2H6CoN2O3
201	1840	CHNOZn
202	1840	As2H22Ni3O19
203	1840	AsHNiO
204	1840	As2H4Ni3O10
205	1840	HI
206	1840	Ni
207	1840	I2
208	1840	As2S3
209	1840	ClHO
210	1840	CCuN
211	1840	Fe
212	1840	C2HgN2
213	1840	Ni
214	1840	Au
215	1840	C6FeN6
216	1840	CO3Zn
217	1840	CCoO3
218	1840	Cl2Co
219	1840	OSr
220	1840	Na2S
221	1840	O3Sb2
222	1840	Sb
223	1840	K3O4P
224	1840	HNaO4S
225	1840	HKO4S
226	1840	CoH12N2O12
227	1840	O4SSn
228	1840	H8N2S
229	1840	PbS
230	1840	C2H2BaO6
231	1840	H2KO2P
232	1840	O5Sb2
233	1840	P4
234	1840	Cu10NaO15S1.5
235	1840	Cu10Na2.7O18.3S2.3
236	1840	OS2Sb2
237	1840	Hg2O4S
238	1840	HgS
239	1840	S3Sb2
240	1840	H6O9SSn3
241	1840	H2O10SSn6
242	1840	H6O15S2Sn6
243	1840	Hg
244	1840	H3P
245	1840	H2O2Sr
246	1840	CK2O3
247	1840	CHKO3
248	1840	O2Pb
249	1840	Na2O4S
250	1840	B
251	1840	Na2O
252	1840	BaO2
253	1840	NiS
254	1840	BaH16O10
255	1840	ClK
256	1840	H2
257	1840	BH3O3
258	1840	C4H6NiO4
259	1840	C2H2CaO5
260	1840	Ba
261	1840	HgO4S
262	1840	O
263	1840	Sr
264	1840	CaCl2
265	1840	HKO
266	1840	BaH2O2
267	1840	BaO
268	1840	CrO3
269	1840	CH4N2S
270	1840	FK
271	1840	P
272	1840	CrK2O4
273	1840	F6H2Si
274	1840	H4N2O3
275	1840	CrCuO4
276	1840	BaO3S
277	1840	H4N2O2
278	1840	BaF6Si
279	1840	BaS
280	1840	BK
281	1840	K3P
282	1840	AsK3
283	1840	CrH14MgO11
284	1840	CH2N2O2
285	1840	C6H24Ca2FeN6O12
286	1840	C4H16CuN2O6
287	1840	C6H10O8
288	1840	FH
289	1840	H2S
290	1840	Sn
291	1840	BF3
292	1840	C4H6BaO4
293	1840	C4H14NiO8
294	1840	MgO
295	1840	OSn
296	1840	F4Si
297	1840	HK
298	1840	NO2
299	1840	C2H4O2
300	1840	C3H6O
301	1840	Na3O4P
302	1840	CBaO3
303	1840	CCaO3
304	1840	K2O
305	1840	H2N2O2
306	1840	C12H22O11
307	1840	Pb
308	1840	Sn
309	1840	Al2O12S3
310	1840	H2Te
311	1840	O2Te
312	1840	Na2O2
313	1840	AlH24NaO20S2
314	1840	Te
315	1840	Na2Te
316	1840	K2Te
317	1840	C4H7AlO5
318	1840	C4H7KO10
319	1840	CHNS
320	1840	Ba
321	1840	Fe
322	1840	C3FeN3S3
323	1840	C4H6O4Pb
324	1840	C6H9AlO6
325	1840	C2HKO4
326	1840	C2H10N2O5
327	1840	OPb
328	1840	C2BaO4
329	1840	FeH14O11S
330	1840	FeS
331	1840	CW2
332	1840	CO3Sr
333	1840	H8N2O4W
334	1840	CrO4Sr
335	1840	Cl2O
336	1840	P4
337	1840	As2O5
338	1840	Cl2Hg2
339	1840	BaCrO4
340	1840	F2H8O4Zn
341	1840	Ni4O
342	1840	O2W
343	1840	Cl3H16NNiO6
344	1840	C4H12K2NiO14
345	1840	C2H6O
346	1840	Cl5P
347	1840	O3W
348	1840	C2K2O4
349	1840	C2H2K2O5
350	1840	C2H4NiO6
351	1840	Cl3Fe
352	1840	AuCl3
353	1840	CrH2O4
354	1840	HgN2O6
355	1840	O4SZn
356	1840	Cl2Ni
357	1840	Cl2Sr
358	1840	W
359	1840	Cl3P
360	1840	C2HgN2O2
361	1840	CCl2O
362	1840	S2
363	1840	PtS
364	1840	BiN3O9
365	1840	Te
366	1840	O4Sb2
367	1840	CH2O2
368	1840	Cl6H8N2Pt
369	1840	O5Sb2
370	1840	F6H8N2Si
371	1840	Hg2O
372	1840	CO3Pb
373	1840	CrO4Pb
374	1840	HKS
375	1840	H5NO4S
376	1840	CuN2O4
377	1840	Cl2CuH4O2
378	1840	CrO5Pb2
379	1840	BF3H3N
380	1840	O8PtS2
381	1840	N2O4Pb
382	1840	BiO
383	1840	K2O3Sn
384	1840	K3O3Sb
385	1840	H2N2O8Pb2
386	1840	HOSi
387	1840	Ba3O6Sb2
388	1840	F4H6N2Si
389	1840	Hg3O6Sb2
390	1840	Cl6H14O6Pt
391	1840	Cu3H4O8S2
392	1840	CuH14N4O5S
393	1840	H6KO6Sb
394	1840	Fe4H12O15S
395	1840	BF3H9N3
396	1840	BF3H6N2
397	1840	CoH12O9Sn
398	1840	OSb2
399	1840	Cu2H6N2O8
400	1840	Co3O6Sb2
401	1840	HKOSb
402	1840	HKOSb
403	1840	H2O6Sb2
404	1840	H6O8Sb2
405	1840	HO5.5Sb2
406	1840	H10O10Sb2
407	1840	HOSb
408	1840	H4O7Sb2
409	1840	H2N2O8Pb4
410	1840	H2N2O5Pb
411	1840	H3NO3S
412	1840	O3S
413	1840	Cl3Sb
414	1840	C2H10CuO8
415	1840	C2H6CuO6
416	1840	C4H12BaO7
417	1840	AsCl3
418	1840	Cl4Sn
419	1840	FeO4S
420	1840	C7H12N2O3
421	1840	Cl2Pt
422	1840	Cl2Cu
423	1840	Cl2Zn
424	1840	Cl2Fe
425	1840	IO
426	1840	S8
427	1840	Cl6H2Pt
428	1840	IKO3
429	1840	O4SSr
430	1840	BF4H
431	1840	O3S2Sr
432	1840	HNO5S
433	1840	Cl4H2Pt
434	1840	Cl3N
435	1840	Cl6IrK2
436	1840	As2Ba3O8
437	1840	As2O8Sr3
438	1840	PdS
439	1840	HOPt
440	1840	HOPd
441	1840	Cl4H12N4Pd2
442	1840	Hg2I2
443	1840	RhS
444	1840	BaH2I2O7
445	1840	Cl4H8N2Pd
446	1840	H2O2Sn
447	1840	OSn
448	1840	BF3H5O2.5
449	1840	H10O8S2Sr
450	1840	AsBaHO4
451	1840	Cl4IK
452	1840	BaI2
453	1840	F
454	1840	I
455	1840	Pd
456	1840	IO3
457	1840	I3N
458	1840	Pd
459	1840	FNa
460	1840	Ir
461	1840	F
462	1840	Cl2Pd
463	1840	CaS
464	1840	BaO4S
465	1840	K2O4S
466	1840	O4Os
467	1840	Os
468	1840	Cl2HN
469	1840	INaO3
470	1840	AgIO3
471	1840	H4INO3
472	1840	Cl6H2Ir
473	1840	SSr
474	1840	H16N2Na2O12S2
475	1840	HIO3
476	1840	IrS2
477	1840	BaI2O6
478	1840	CaH12I2O12
479	1840	H3N2O9.5Pb3
480	1840	S5Sb2
481	1840	H4IrO4
482	1840	H8I2MgO10
483	1840	IrK2O3
484	1840	Cl6IrK3
485	1840	C3AlN3S3
486	1840	HgI2
487	1840	Ir2S3
488	1840	Ba3H12O6S8Sb2
489	1840	BeHO
490	1840	BeO3Zr
491	1840	Be2O4Zr
492	1840	C2N2S2
493	1840	CCuNS
494	1840	Cu
495	1840	CKNS
496	1840	C2FeN2S2
497	1840	C2CoN2S2
498	1840	C2H8CaN2O4S2
499	1840	ClI
500	1840	Cl3I
501	1840	Cl6Ir
502	1840	I
503	1840	O2Zr
504	1840	IK
505	1840	FeI2
506	1840	HgI2
507	1840	I2Mg
508	1840	I2Pb
509	1840	Cl2Pb
510	1840	CaO
511	1840	ClHO4
512	1840	ClKO3
513	1840	I2O5
514	1840	Cl2O6Zn
515	1840	Cl2HgO6
516	1840	CHg2O3
517	1840	H16Na2O12S
518	1840	Cl2O3Pb4
519	1840	Cl2H8O7Pb4
520	1840	C4H6O6Pb3
521	1840	B4H16N2O11
522	1840	C12HOPb3
523	1840	C6HOPb
524	1840	H4I2O8Zn
525	1840	Cl2O6Sr
526	1840	Cl2CuH12O12
527	1840	CN
528	1840	C2H2N2S
529	1840	Cl2H6O6Pb4
530	1840	C12HOPb6
531	1840	C2N2
532	1840	CHN
533	1840	Cl
534	1840	CKN
535	1840	C2H3KO2
536	1840	C2O4Pb
537	1840	C4H12O7Pb
538	1840	HIO3
539	1840	C6H5Na3O7
