1771	0.5	0	2
1785	1	0	2
1787	0.5	0	2
1789	0.666667	0	3
1791	0.5	0	2
1795	1.5	0	2
1797	0.666667	0	3
1799	0.5	0	2
1800	3.76452	2	5406
1801	1.46667	1	15
1802	1.43478	1	23
1803	1.26316	1	19
1804	1.27273	1	33
1805	1.2381	1	21
1806	1.45946	1	37
1807	1.24	1	25
1808	1.19355	1	31
1809	1.23404	1	47
1810	1.55556	1	18
1811	1.38095	1	42
1812	1.37333	1	75
1813	1.63492	1	63
1814	1.25806	1	62
1815	1.46667	1	45
1816	1.19298	1	57
1817	1.41304	1	46
1818	1.416	1	125
1819	1.39623	1	53
1820	1.30357	1	56
1821	1.43636	1	55
1822	1.25301	1	83
1823	1.20755	1	53
1824	1.60484	1	124
1825	1.44872	1	78
1826	1.68599	1	207
1827	1.73054	1	167
1828	1.71508	1	179
1829	1.61468	1	109
1830	1.5	1	160
1831	1.65323	1	124
1832	1.63158	1	133
1833	1.62105	1	95
1834	1.83417	1	199
1835	1.51948	1	154
1836	1.98396	1	187
1837	1.79755	1	163
1838	2.07383	1	149
1839	1.91228	1	171
1840	1.91304	1	161
1841	2.03398	1	206
1842	1.79167	1	360
1843	2.04661	1	236
1844	2.00775	1	258
1845	2.02575	1	233
1846	1.89767	1	215
1847	1.728	1	250
1848	2.08503	1	294
1849	1.8481	1	237
1850	1.925	1	240
1851	2.0211	1	237
1852	1.98206	1	223
1853	2.01266	1	237
1854	2.04797	1	271
1855	1.70395	1	304
1856	1.73101	1	316
1857	1.99496	1	397
1858	1.92562	1	363
1859	1.84935	1	385
1860	2.11929	1	394
1861	1.97089	1	584
1862	2.16228	1	456
1863	1.98012	1	503
1864	2.02569	1	545
1865	2.02672	1	524
1866	2.26689	1	607
1867	2.10912	1	669
1868	2.37283	1	633
1869	2.25414	1	724
1870	2.34812	1	744
1871	2.15482	1	633
1872	2.91584	1	606
1873	2.65841	1	767
1874	3.10945	1	804
1875	2.68455	1	783
1876	2.62109	1	863
1877	3.10657	2	1004
1878	3.04647	1	1076
1879	2.94511	2	1002
1880	3.02356	1	1146
1881	3.50501	2	1198
1882	3.76583	2	1200
1883	3.80898	2	1403
1884	3.96344	2	1395
1885	4.1374	2	1441
1886	4.29116	2	1494
1887	4.00276	2	1809
1888	4.45209	2	1743
1889	4.38568	2	1732
1890	4.49326	2	1705
1891	4.60792	2	1969
1892	4.28107	2	1875
1893	4.17191	2	1972
1894	4.37511	2	2234
1895	4.72997	2	2122
1896	4.8546	2	2022
1897	4.78813	2	2157
1898	4.64926	2	2355
1899	5.06223	2	2330
1900	4.83593	2	2310
1901	5.28812	2	2492
1902	5.71208	2	2716
1903	4.90295	2	2813
1904	5.5967	2	3030
1905	5.40317	2	2840
1906	5.53714	2	2975
1907	5.39522	2	2968
1908	5.77398	2	2659
1909	6.10939	2	2843
1910	6.16517	2	2561
1911	6.3944	2	2609
1912	6.36328	2	2805
1913	6.77342	2	2498
1914	6.0717	2	2329
1915	7.00636	2	1572
1916	6.64847	2	1374
1917	6.78407	2	1042
1918	6.53187	2	1051
1919	7.04016	2	1220
1920	5.8	2	1865
1921	6.40525	2	2512
1922	7.03793	2	2742
1923	6.49786	2	3278
1924	6.39834	2	3615
1925	6.77398	2	3805
1926	6.47462	2	4334
1927	6.36977	2	4611
1928	6.06911	2	4891
1929	5.8861	2	5584
1930	5.88317	2	5658
1931	6.19363	2	5304
1932	5.95009	2	5350
1933	6.03784	2	5682
1934	6.31875	2	5782
1935	6.04714	2	5685
1936	6.52453	2	5910
1937	6.70886	2	6035
1938	6.67289	2	5674
1939	6.96345	2	5663
1940	6.9946	2	4815
1941	7.13025	2	4591
1942	7.70821	2	4044
1943	7.45795	2	3603
1944	7.60684	2	3482
1945	8.17058	2	3236
1946	8.42977	3	4307
1947	8.27793	3	4861
1948	8.57922	3	5901
1949	8.85246	3	6771
1950	7.45571	2	7270
1951	7.42072	3	8129
1952	7.50231	3	8879
1953	7.74992	3	9217
1954	8.43591	3	9206
1955	8.09505	3	9890
1956	8.38751	3	10965
1957	8.31806	3	12089
1958	8.73082	3	12616
1959	8.52262	3	14741
1960	7.73511	3	17056
1961	8.29538	3	16088
1962	8.34492	3	16427
1963	8.87891	4	16153
1964	8.94887	4	16564
1965	8.42034	4	18737
1966	8.32542	4	19375
1967	8.88817	4	18438
1968	10.0458	4	19103
1969	8.93368	4	18817
1970	9.27211	4	21337
1971	9.63246	5	20376
1972	9.83586	5	20245
1973	10.1249	5	18925
1974	9.90036	5	19109
1975	10.4723	5	19064
1976	11.6976	6	22465
1977	11.3089	6	22369
1978	11.117	5	21126
1979	11.1377	6	19139
1980	18.8379	7	21742
1981	19.2773	7	23296
1982	19.4588	7	22453
1983	19.288	7	23098
1984	20.0337	7	23422
1985	20.1405	7	24231
1986	20.0369	7	23806
1987	21.0604	7	24947
1988	20.4895	7	26536
1989	20.8953	7	26290
1990	22.035	7	26855
1991	21.7799	7	27216
1992	24.984	7	26214
1993	24.6668	7	26525
1994	25.2267	8	25609
1995	20.1335	7	27546
1996	26.906	7	29692
1997	26.6935	7	30012
1998	27.9687	8	30584
1999	27.4223	8	31057
2000	29.0039	8	30805
2001	29.1116	8	32279
2002	31.7115	8	36046
2003	33.8283	8	37734
2004	36.182	8	39607
2005	35.5894	9	40660
2006	36.6009	9	39942
2007	31.5099	8	39329
2008	23.3803	8	39684
2009	21.8505	8	40741
2010	20.811	8	47118
2011	43.0896	10	47967
2012	45.5607	11	46545
2013	43.1292	11	50305
2014	43.2191	10	52757
2015	44.3796	10	54558
2016	40.8652	9	62899
2017	40.2867	9	62526
2018	43.734	9	59800
2019	43.894	10	61472
2020	47.0632	10	60003
2021	51.8109	10	57297
2022	33.8791	6	4435
4000	3.97405	1	13180
