1800	369.491
1801	0.611111
1802	0.942857
1803	0.8
1804	0.891304
1805	0.787879
1806	1.06122
1807	1
1808	1.63636
1809	1.26087
1810	1.47368
1811	1.35714
1812	1.4507
1813	1.61905
1814	1.32203
1815	1.9697
1816	1.83784
1817	1.625
1818	1.43902
1819	1.6087
1820	1.62222
1821	1.83721
1822	1.67742
1823	2.06452
1824	1.53077
1825	1.4125
1826	1.70588
1827	1.88235
1828	2.10274
1829	1.66038
1830	1.72662
1831	1.66667
1832	1.77869
1833	1.73034
1834	2.11628
1835	1.65714
1836	2.15116
1837	2.14706
1838	2.33333
1839	1.89474
1840	2.38095
1841	2.12821
1842	2.07767
1843	1.85098
1844	2.33796
1845	2.21359
1846	2.08763
1847	1.93722
1848	2.11847
1849	1.98592
1850	1.93617
1851	1.99558
1852	1.83193
1853	2.18894
1854	1.79
1855	1.88192
1856	2.1748
1857	2.18539
1858	2.40767
1859	2.32237
1860	2.26519
1861	2.24606
1862	2.38424
1863	2.49367
1864	2.55035
1865	2.45047
1866	2.31261
1867	2.37153
1868	2.34811
1869	2.33084
1870	2.44662
1871	2.49425
1872	2.44767
1873	2.34194
1874	2.4111
1875	2.21606
1876	2.41156
1877	2.63604
1878	2.38043
1879	2.39982
1880	2.48336
1881	2.50496
1882	2.48307
1883	2.31259
1884	2.33333
1885	2.35089
1886	2.21844
1887	2.38852
1888	2.18216
1889	2.05828
1890	2.07045
1891	2.10144
1892	2.15665
1893	2.13578
1894	2.26689
1895	2.24225
1896	2.19166
1897	2.2079
1898	2.19402
1899	2.13531
1900	2.0718
1901	2.12342
1902	2.20857
1903	2.39422
1904	2.26534
1905	2.2086
1906	2.28903
1907	2.34961
1908	2.29715
1909	2.37341
1910	2.47694
1911	2.45949
1912	2.27627
1913	2.35763
1914	2.2877
1915	2.2392
1916	2.27712
1917	2.24246
1918	2.31656
1919	2.43207
1920	2.63142
1921	2.5335
1922	2.52636
1923	2.48011
1924	2.52506
1925	2.56251
1926	2.60848
1927	2.56445
1928	2.60215
1929	2.60859
1930	2.22229
1931	2.0175
1932	2.06054
1933	2.09232
1934	2.04948
1935	2.0005
1936	2.04136
1937	2.05582
1938	2.0412
1939	1.99466
1940	2.04951
1941	2.01649
1942	1.97
1943	1.94609
1944	1.96564
1945	1.85188
1946	1.78147
1947	1.8139
1948	1.83076
1949	1.79705
1950	1.53619
1951	1.55765
1952	1.52568
1953	1.57674
1954	1.56889
1955	1.59951
1956	1.6046
1957	1.59083
1958	1.63895
1959	1.68754
1960	1.72136
1961	1.58713
1962	1.50914
1963	1.36433
1964	1.31536
1965	1.30984
1966	1.29141
1967	1.56156
1968	1.39303
1969	1.19815
1970	1.27189
1971	1.4261
1972	1.24028
1973	1.38009
1974	1.43824
1975	1.43966
1976	1.78988
1977	1.65546
1978	1.59139
1979	1.37066
1980	1.27377
1981	1.29514
1982	1.2529
1983	1.24201
1984	1.25384
1985	1.27363
1986	1.26344
1987	1.27792
1988	1.29082
1989	1.33979
1990	1.27861
1991	1.32168
1992	1.27038
1993	1.29688
1994	1.2168
1995	1.26641
1996	1.25356
1997	1.281
1998	1.3
1999	1.28132
2000	1.28401
2001	1.42348
2002	1.75424
2003	1.92413
2004	2.2576
2005	2.10097
2006	2.00132
2007	1.93926
2008	1.92696
2009	1.77291
2010	1.69884
2011	1.60477
2012	1.57206
2013	1.4726
2014	1.49728
2015	1.65695
2016	1.73513
2017	1.63688
2018	1.63805
2019	1.62043
2020	1.69111
2021	1.66691
2022	1.17365
