761	1
	1
1152	1
535	1
308	3
976	1
1091	1
536	1
550	1
323	1
538	1
780	1
553	1
1096	1
113	25
341	1
114	25
782	1
329	2
1634	1
6202	1
343	1
571	1
344	1
786	1
345	3
807	1
346	1
1190	1
119	17
788	1
347	1
6434	1
809	1
1179	1
349	1
610	1
577	2
3754	1
578	2
613	1
366	1
367	1
2504	1
400	4
595	1
368	2
596	1
369	2
402	1
403	1
170	13
171	5
8618	1
159	11
1464	1
420	2
421	1
389	1
650	1
190	7
638	1
191	11
426	2
212	2
881	1
440	3
16	4511
193	9
427	1
30	875
1508	1
32	724
1275	1
2548	1
673	1
232	3
674	1
908	1
461	1
234	7
37	493
1023	1
1527	1
1100	1
53	189
692	2
252	7
3168	1
466	1
714	1
253	4
1318	1
481	1
715	2
943	1
1106	1
255	4
482	2
58	156
483	1
256	1
1108	1
5	119781
257	2
2160	1
484	2
258	6
2850	1
486	1
259	1
507	1
487	2
508	1
949	1
488	3
275	2
522	1
3451	1
963	1
489	1
4478	1
92	53
277	4
278	4
1583	1
94	42
279	3
312	4
1358	1
1586	1
528	2
541	1
1146	1
756	1
542	3
317	3
1161	1
298	3
545	1
546	2
987	2
562	1
350	1
2228	1
352	2
2683	1
2932	1
581	1
602	1
141	10
830	1
798	1
1662	1
1222	1
371	2
144	6
372	5
606	1
145	13
373	4
607	1
1224	1
374	2
835	1
375	1
624	1
852	1
391	1
392	1
165	11
393	1
413	1
166	12
855	1
5214	1
167	8
856	1
395	4
415	1
396	6
416	2
417	1
871	1
2748	1
418	1
2288	1
645	1
398	3
185	5
432	1
647	1
22	1930
434	5
187	3
5448	1
435	1
188	9
189	6
665	1
27	1027
1014	1
1284	1
42	319
667	1
668	1
228	6
1321	1
1019	1
1308	1
919	1
458	1
47	274
48	274
61	144
687	1
720	1
63	132
688	2
260	4
1766	1
1326	1
510	1
3212	1
490	1
511	1
726	1
479	1
512	2
68	97
1804	1
1130	1
82	70
514	1
84	54
742	1
515	1
281	1
970	1
282	5
516	2
530	1
283	4
3006	1
284	10
746	1
285	1
89	49
0	27023
1	24095177
2	3431776
3	775606
4	304947
6	98418
7	47116
8	33772
9	24782
10	17488
11	12385
12	11476
13	7914
14	6557
15	5575
17	3723
18	3494
19	2844
20	2479
21	2148
23	1618
24	1558
25	1403
26	1225
28	1066
29	979
31	765
33	649
34	636
35	544
36	525
38	502
39	434
40	418
41	380
43	349
44	300
45	322
46	248
49	233
50	300
51	221
52	204
54	176
55	202
56	178
57	144
59	158
60	176
62	139
64	127
65	119
66	99
67	118
69	94
70	105
71	83
72	80
73	101
74	100
75	91
76	68
77	69
78	73
79	66
80	68
81	77
83	75
85	69
86	65
87	53
88	54
90	57
91	59
93	52
95	48
96	50
97	54
98	39
99	49
100	57
101	33
102	36
103	36
104	32
105	33
106	30
107	22
108	34
109	22
110	33
111	32
112	22
115	27
116	29
117	20
118	28
120	19
121	18
122	24
123	21
124	20
125	26
126	24
127	20
128	20
129	23
130	18
131	15
132	18
133	25
134	22
135	15
136	14
137	10
138	14
139	16
140	13
142	6
143	14
146	10
147	15
148	9
149	8
150	22
151	14
152	13
153	9
154	11
155	4
156	13
157	10
158	10
160	16
161	8
162	7
163	11
164	10
168	8
169	8
172	6
173	11
174	9
175	7
176	8
177	8
178	10
179	7
180	8
181	10
182	5
183	8
184	6
186	7
192	10
194	7
195	7
196	3
197	7
198	6
199	2
200	9
201	4
202	7
203	6
204	1
205	7
206	5
207	4
208	6
209	7
210	6
211	5
213	7
214	10
215	6
216	4
217	2
218	5
219	5
220	6
221	1
222	7
223	2
224	9
225	4
226	4
227	6
229	5
230	10
231	5
233	3
235	3
236	5
237	3
238	8
239	5
240	5
241	3
242	6
243	1
244	6
245	4
246	8
247	3
248	4
249	3
250	5
251	5
254	9
261	3
262	2
264	3
265	1
266	11
267	2
268	10
269	3
270	5
271	3
272	9
273	1
274	4
276	3
280	11
286	4
287	3
288	15
289	3
290	6
291	3
292	8
293	1
294	9
295	1
296	4
297	1
299	4
300	1
301	2
302	2
303	3
304	6
306	3
307	3
309	1
310	3
311	6
313	3
316	6
318	1
320	2
321	3
322	2
324	5
325	2
326	4
327	2
328	2
331	2
332	3
334	5
335	1
336	7
337	1
338	2
339	2
340	4
342	6
348	1
351	3
354	3
356	5
357	1
358	3
359	3
360	3
362	4
363	1
364	2
376	1
377	1
378	3
379	1
380	3
382	3
383	2
384	3
385	1
386	4
390	2
394	9
401	4
404	4
406	2
407	2
408	2
410	2
412	4
414	4
422	1
423	1
424	1
428	2
430	4
431	1
433	2
436	2
438	1
442	3
443	1
444	3
445	1
446	1
448	1
449	1
450	2
452	1
454	3
457	3
460	3
463	1
464	1
468	1
470	3
471	1
475	1
478	3
480	3
496	3
497	2
501	1
502	1
504	3
505	1
506	3
520	1
521	1
523	1
526	3
529	3
532	1
534	2
540	1
552	1
554	4
555	1
556	3
561	1
566	1
568	5
569	2
570	2
573	1
584	1
588	1
592	2
600	1
608	1
609	1
612	1
616	1
618	1
628	1
630	2
631	1
632	2
634	3
635	1
651	1
656	1
658	2
664	2
670	2
675	1
682	1
697	1
698	1
699	1
700	2
702	3
705	1
708	2
710	1
716	1
724	1
728	1
732	1
740	1
762	1
767	1
772	1
773	1
778	4
802	1
813	1
820	1
826	1
828	1
831	1
844	1
848	1
854	1
868	1
870	1
872	1
886	2
892	1
902	2
918	1
934	2
936	1
948	1
955	1
964	1
975	2
995	2
1037	1
1043	1
1049	1
1064	1
1078	1
1082	1
1132	1
1136	1
1148	1
1149	1
1186	1
1282	2
1288	2
1342	1
1354	1
1367	1
1421	1
1422	1
1440	1
1448	1
1453	1
1463	1
1485	1
1488	1
1490	2
1491	1
1550	1
1654	1
1666	1
1667	1
1902	1
1906	2
1926	1
1934	1
1942	1
1963	1
2136	1
2156	1
2214	1
2226	1
2254	1
2352	1
2354	1
2512	1
2744	1
2933	1
3025	1
3100	1
3462	1
4074	1
4850	1
6288	1
9170	1
