1967	18959	124556	143515	29519	225667	255186
1968	15330	152802	168132	22195	318078	340273
1969	21341	126600	147941	31845	271520	303365
1970	28529	146387	174916	45802	250821	296623
1971	26982	146786	173768	39024	229733	268757
1972	20689	152880	173569	36268	261152	297420
1973	20688	146666	167354	31484	229923	261407
1974	31072	136957	168029	47159	211726	258885
1975	33092	141104	174196	51264	220471	271735
1976	85675	147749	233424	120964	225042	346006
1977	72432	152352	224784	104898	238167	343065
1978	64072	144597	208669	91587	221737	313324
1979	37145	146120	183265	55172	219277	274449
1980	26952	196625	223577	37351	222753	260104
1981	29541	212474	242015	38028	240793	278821
1982	23822	203668	227490	29892	230437	260329
1983	22185	212020	234205	27374	242263	269637
1984	25716	215155	240871	32040	247300	279340
1985	32214	219775	251989	39196	252268	291464
1986	30886	211312	242198	37344	243823	281167
1987	35714	223914	259628	43992	257577	301569
1988	38735	237100	275835	47704	273959	321663
1989	50700	227241	277941	63262	263181	326443
1990	43919	241060	284979	53521	280052	333573
1991	53755	231943	285698	73792	269199	342991
1992	50532	244782	295314	65469	281357	346826
1993	56739	239351	296090	73460	275554	349014
1994	41640	241830	283470	53489	279626	333115
1995	55041	250710	305751	71256	290234	361490
1996	59642	275979	335621	75571	318952	394523
1997	68088	280008	348096	88228	325573	413801
1998	74979	290097	365076	101160	337840	439000
1999	72279	291978	364257	100092	339863	439955
2000	74744	299644	374388	102928	348772	451700
2001	116754	301203	417957	156944	354416	511360
2002	227765	320505	548270	301807	378431	680238
2003	296118	340304	636422	381311	403976	785287
2004	424232	354485	778717	503025	421338	924363
2005	391442	368935	760377	469717	442713	912430
2006	367102	378342	745444	422105	456653	878758
2007	347179	387984	735163	408965	468704	877669
2008	363865	410430	774295	431244	496408	927652
2009	329889	449781	779670	391078	545451	936529
2010	333633	508583	842216	389274	633135	1022409
2011	301669	538948	840617	367272	676942	1044214
2012	291240	556849	848089	360652	695511	1056163
2013	249599	602128	851727	324056	749159	1073215
2014	268965	621345	890310	349365	789470	1138835
2015	358604	618719	977323	451929	783770	1235699
2016	416225	625583	1041808	515144	790171	1305315
2017	372864	650299	1023163	463833	816371	1280204
2018	382714	656541	1039255	467380	827654	1295034
2019	385885	690360	1076245	470544	875507	1346051
2020	429414	671379	1100793	523786	852381	1376167
2021	442727	708571	1151298	537926	899478	1437404
2022	7096	55375	62471	10759	73542	84301
