748	1
307	1
320	2
	1
1152	1
321	2
2192	1
764	1
1079	2
537	1
550	1
2441	1
538	1
3256	1
2444	1
340	1
1158	1
802	1
557	1
558	1
360	2
822	2
576	2
1193	1
363	1
364	2
613	1
614	1
594	1
400	2
368	3
597	1
403	1
384	2
4586	1
632	1
405	1
420	1
409	1
636	1
389	1
190	4
425	1
652	1
881	1
428	1
671	1
672	1
231	1
446	1
1738	1
447	1
1311	1
1100	1
1026	1
679	1
251	2
940	1
466	3
714	1
468	1
481	2
502	1
1988	1
1560	1
482	2
1046	1
731	1
719	1
273	1
488	1
508	2
1064	1
509	1
737	1
276	6
1355	1
1141	1
525	1
1142	1
2856	1
1068	1
526	1
2418	1
542	1
315	1
4530	1
317	2
771	2
318	2
319	2
776	1
562	1
5138	1
1870	1
1430	1
2470	1
568	1
355	2
1220	1
1222	1
371	1
799	1
1450	1
5172	1
838	1
411	2
412	1
393	2
394	1
201	4
395	1
629	1
182	4
205	3
648	1
207	2
434	3
187	2
221	3
3150	1
2326	1
894	1
914	1
680	2
228	6
897	1
683	1
229	3
684	1
932	1
934	1
474	1
1994	1
1553	1
722	1
249	1
1039	1
263	2
491	1
1343	1
512	3
514	1
494	1
495	1
530	2
958	1
2388	1
519	1
305	1
1	25580180
2	2496939
3	492416
4	200695
5	89868
6	54936
7	33029
8	23402
9	16074
10	12049
11	9189
12	7288
13	5886
14	4927
15	3983
16	3326
17	2809
18	2500
19	2122
20	1819
21	1618
22	1439
23	1301
24	1216
25	1054
26	921
27	864
28	788
29	776
30	637
31	602
32	544
33	529
34	466
35	448
36	399
37	388
38	372
39	348
40	293
41	310
42	273
43	272
44	239
45	230
46	207
47	218
48	191
49	180
50	258
51	184
52	166
53	150
54	143
55	136
56	149
57	134
58	121
59	131
60	118
61	108
62	112
63	104
64	97
65	101
66	76
67	81
68	82
69	80
70	86
71	83
72	84
73	72
74	80
75	49
76	61
77	75
78	56
79	64
80	65
81	45
82	62
83	56
84	54
85	43
86	40
87	46
88	47
89	45
90	51
91	46
92	47
93	40
94	55
95	43
96	36
97	34
98	41
99	52
100	-35
101	23
102	31
103	17
104	25
105	17
106	18
107	25
108	24
109	22
110	21
111	25
112	18
113	24
114	20
115	23
116	17
117	20
118	24
119	22
120	18
121	22
122	9
123	13
124	14
125	23
126	9
127	17
128	13
129	15
130	14
131	14
132	13
133	11
134	17
135	9
136	14
137	15
138	10
139	6
140	10
141	9
142	8
143	6
144	10
145	12
146	8
147	7
148	7
149	10
150	11
151	20
152	8
153	9
154	5
155	7
156	7
157	10
158	8
159	5
160	7
161	6
162	10
163	10
164	10
165	9
166	8
167	7
168	7
169	6
170	7
171	11
172	3
173	16
174	5
175	10
176	9
177	5
178	6
179	5
180	5
181	6
183	4
184	6
185	4
186	11
188	5
189	8
191	8
192	8
193	6
194	5
195	5
196	7
197	6
198	7
199	7
200	9
202	9
203	9
204	3
206	11
208	11
209	1
210	7
211	3
212	7
213	2
214	8
215	6
216	6
217	4
218	5
219	3
220	6
222	6
223	4
225	2
226	8
227	5
230	4
232	5
233	2
234	7
235	2
236	4
237	1
238	1
239	2
240	5
241	3
242	7
243	5
244	7
245	3
246	4
247	5
248	9
250	7
252	9
253	1
254	6
255	4
256	7
258	8
259	3
260	9
261	3
262	3
264	8
265	2
266	7
267	2
268	7
269	3
270	4
271	2
272	1
274	5
277	3
278	1
279	1
280	5
281	5
282	7
283	4
284	5
285	1
286	8
287	1
288	3
289	3
290	4
291	1
292	2
293	1
294	3
295	4
296	10
297	3
298	4
300	2
301	1
302	3
304	2
306	4
308	5
309	2
310	3
312	6
314	3
316	6
322	3
323	1
324	8
325	1
326	1
328	5
329	1
330	4
331	3
332	5
334	1
336	1
338	5
339	4
341	2
342	4
343	2
344	3
346	1
347	1
348	2
350	1
351	2
352	2
353	1
354	6
356	7
357	2
358	3
361	2
362	3
366	2
369	2
370	4
372	3
374	3
375	1
378	1
379	1
380	6
381	2
382	3
383	2
385	1
386	7
388	2
390	5
392	2
396	3
398	1
401	1
402	3
404	2
406	3
408	3
410	3
414	2
415	1
416	2
417	1
418	3
422	1
423	1
424	1
426	3
429	1
431	1
432	3
435	1
436	2
437	1
442	2
444	4
449	1
450	2
451	2
454	1
456	3
460	2
461	1
462	3
463	2
464	1
469	1
470	1
476	2
480	1
484	1
486	2
487	1
492	2
496	2
499	1
504	2
505	1
506	1
513	1
515	1
522	3
528	1
540	1
546	1
552	2
553	2
559	1
560	2
563	1
564	1
575	1
578	2
584	1
586	1
595	1
596	2
598	2
600	1
604	3
605	2
606	1
608	2
609	2
612	1
615	1
620	1
624	1
625	1
626	2
631	2
638	1
642	1
644	1
646	1
654	1
666	1
686	1
690	2
692	2
696	1
701	1
705	2
711	1
732	2
734	1
738	1
740	1
750	1
761	1
768	1
777	2
780	1
782	1
790	1
792	1
796	1
798	2
800	2
816	1
826	1
833	2
836	1
840	1
841	1
851	1
853	1
860	1
868	1
876	1
880	1
892	1
916	1
926	1
928	1
937	1
967	1
971	1
973	1
994	2
1013	1
1025	1
1032	1
1037	1
1088	1
1090	1
1110	2
1140	1
1166	1
1168	1
1188	1
1210	1
1218	1
1224	1
1230	1
1312	1
1313	1
1352	1
1353	1
1393	1
1396	1
1434	1
1445	1
1468	1
1478	1
1488	1
1622	1
1628	1
1646	1
1661	1
1676	1
1736	1
1744	1
1751	1
1878	1
1936	1
1940	1
2004	1
2034	1
2064	1
2070	1
2284	1
2316	1
2403	1
2433	1
2652	1
2944	1
3172	1
3400	1
4161	1
4306	1
5614	1
7194	1
7842	1
